"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout-iperf/10000-from-client.csv",,,,"Date:","27 Jul 2017 21:13:30 UTC"

"net/dc1.s1-eth1",,"system"
125424047.0,233268681.0,27-07 21:14:24
125319640.0,221164412.0,27-07 21:14:25
128309778.0,234479404.0,27-07 21:14:26
123571476.0,231708364.0,27-07 21:14:27
125940672.0,231099768.0,27-07 21:14:28
126861542.0,230621890.0,27-07 21:14:29
124887674.0,222696596.0,27-07 21:14:30
124097744.0,227627110.0,27-07 21:14:31
126203806.0,234032446.0,27-07 21:14:32
124624474.0,232559256.0,27-07 21:14:33
128046763.0,236023711.0,27-07 21:14:34
125282486.0,230691670.0,27-07 21:14:35
123308540.0,227861318.0,27-07 21:14:36
125414272.0,231738022.0,27-07 21:14:37
126466280.0,223993330.0,27-07 21:14:38
126467270.0,235319526.0,27-07 21:14:39
126204136.0,235675796.0,27-07 21:14:40
124755744.0,233580374.0,27-07 21:14:41
124361736.0,230407772.0,27-07 21:14:42
125151204.0,235239360.0,27-07 21:14:43
125414169.0,236380541.0,27-07 21:14:44
127519806.0,238065972.0,27-07 21:14:45
123176478.0,233341696.0,27-07 21:14:46
125545938.0,236019404.0,27-07 21:14:47
127453940.0,233469504.0,27-07 21:14:48
124756536.0,231990866.0,27-07 21:14:49
126665244.0,233858044.0,27-07 21:14:50
124690294.0,231876332.0,27-07 21:14:51
124954556.0,232057580.0,27-07 21:14:52
124625002.0,228335914.0,27-07 21:14:53
125151233.0,222543061.0,27-07 21:14:54
128309670.0,232292480.0,27-07 21:14:55
122913608.0,230793138.0,27-07 21:14:56
125809402.0,233453384.0,27-07 21:14:57
125809138.0,233829706.0,27-07 21:14:58
127058830.0,231076602.0,27-07 21:14:59
125414912.0,232573054.0,27-07 21:15:00
125150762.0,228774572.0,27-07 21:15:01
123901710.0,221204844.0,27-07 21:15:02
125809402.0,231932500.0,27-07 21:15:03
125020029.0,234792667.0,27-07 21:15:04
127125468.0,237565492.0,27-07 21:15:05
124098800.0,234434136.0,27-07 21:15:06
125283114.0,235441058.0,27-07 21:15:07
125546268.0,229693380.0,27-07 21:15:08
125546202.0,233245436.0,27-07 21:15:09
126467534.0,234003920.0,27-07 21:15:10
126401226.0,222958900.0,27-07 21:15:11
125744086.0,233168072.0,27-07 21:15:12
124493402.0,228643422.0,27-07 21:15:13
125677963.0,234173989.0,27-07 21:15:14
125019802.0,228453000.0,27-07 21:15:15
126532826.0,233518588.0,27-07 21:15:16
125875578.0,224456336.0,27-07 21:15:17
125085404.0,232122930.0,27-07 21:15:18
123638068.0,230594446.0,27-07 21:15:19
125414470.0,230685524.0,27-07 21:15:20
126335352.0,232135662.0,27-07 21:15:21
127388160.0,230542190.0,27-07 21:15:22
122914710.0,231037058.0,27-07 21:15:23
125941229.0,234543397.0,27-07 21:15:24
126730668.0,235293578.0,27-07 21:15:25
125282916.0,233504132.0,27-07 21:15:26
126336000.0,226314494.0,27-07 21:15:27
123572136.0,231360064.0,27-07 21:15:28
126730668.0,234477884.0,27-07 21:15:29
123835402.0,228053760.0,27-07 21:15:30
125809052.0,233511190.0,27-07 21:15:31
127519694.0,235370210.0,27-07 21:15:32
123309275.0,231146573.0,27-07 21:15:33
127651802.0,232605746.0,27-07 21:15:34
123835138.0,231467626.0,27-07 21:15:35
125020042.0,230009020.0,27-07 21:15:36
126335670.0,235147214.0,27-07 21:15:37
124493270.0,228945722.0,27-07 21:15:38
125809006.0,231855042.0,27-07 21:15:39
125282804.0,232282664.0,27-07 21:15:40
125808676.0,232636964.0,27-07 21:15:41
125414536.0,232308254.0,27-07 21:15:42
125940833.0,229670647.0,27-07 21:15:43
124888136.0,232010132.0,27-07 21:15:44
125941002.0,232939408.0,27-07 21:15:45
125019406.0,232987630.0,27-07 21:15:46
126730350.0,228348956.0,27-07 21:15:47
124493204.0,230693364.0,27-07 21:15:48
125546334.0,235903480.0,27-07 21:15:49
126204136.0,232946638.0,27-07 21:15:50
125677736.0,235509988.0,27-07 21:15:51
124756284.0,234637972.0,27-07 21:15:52
125809336.0,231848102.0,27-07 21:15:53
124888099.0,235110023.0,27-07 21:15:54
125414536.0,232021816.0,27-07 21:15:55
125532276.0,228430402.0,27-07 21:15:56
127782874.0,234202588.0,27-07 21:15:57
125282804.0,232388806.0,27-07 21:15:58
124624870.0,237286606.0,27-07 21:15:59
126730800.0,239146810.0,27-07 21:16:00
124492874.0,237100812.0,27-07 21:16:01
126729942.0,237478214.0,27-07 21:16:02
123572334.0,234250814.0,27-07 21:16:03
214557028.0,322821864.0,27-07 21:16:04
250776290.0,354836162.0,27-07 21:16:05
251829680.0,357179250.0,27-07 21:16:06
249690918.0,354163726.0,27-07 21:16:07
250656024.0,358605342.0,27-07 21:16:08
252060276.0,348597152.0,27-07 21:16:09
250039232.0,355384440.0,27-07 21:16:10
250542244.0,357419968.0,27-07 21:16:11
250946602.0,358180556.0,27-07 21:16:12
251467926.0,355095960.0,27-07 21:16:13
152262389.0,259625749.0,27-07 21:16:14
125545344.0,232789476.0,27-07 21:16:15
125547918.0,232965076.0,27-07 21:16:16
124494854.0,232071952.0,27-07 21:16:17
126080984.0,234534844.0,27-07 21:16:18
124897928.0,235252166.0,27-07 21:16:19
125949660.0,236642680.0,27-07 21:16:20
126082382.0,223309908.0,27-07 21:16:21
123977982.0,231652498.0,27-07 21:16:22
125822272.0,235702506.0,27-07 21:16:23
125295595.0,235913007.0,27-07 21:16:24
126876548.0,237390726.0,27-07 21:16:25
125692916.0,237082402.0,27-07 21:16:26
125427748.0,238524230.0,27-07 21:16:27
124636300.0,236869106.0,27-07 21:16:28
125693510.0,237463944.0,27-07 21:16:29
125559612.0,237399838.0,27-07 21:16:30
125556630.0,235323452.0,27-07 21:16:31
126217336.0,236157184.0,27-07 21:16:32
124109030.0,230605806.0,27-07 21:16:33
126348371.0,235510329.0,27-07 21:16:34
124638478.0,230838638.0,27-07 21:16:35
127005814.0,234460776.0,27-07 21:16:36
123978972.0,234317216.0,27-07 21:16:37
126875468.0,236454724.0,27-07 21:16:38
125162964.0,234566286.0,27-07 21:16:39
126083142.0,230973244.0,27-07 21:16:40
125427814.0,233257908.0,27-07 21:16:41
125295654.0,231801150.0,27-07 21:16:42
124507460.0,232065656.0,27-07 21:16:43
126741203.0,234494235.0,27-07 21:16:44
124241632.0,228192454.0,27-07 21:16:45
126477764.0,233628840.0,27-07 21:16:46
125030440.0,232328370.0,27-07 21:16:47
125030296.0,228751386.0,27-07 21:16:48
126872564.0,234451116.0,27-07 21:16:49
125424196.0,224632070.0,27-07 21:16:50
124900082.0,228203874.0,27-07 21:16:51
125820976.0,232746682.0,27-07 21:16:52
125554307.0,235073949.0,27-07 21:16:53
124109096.0,235100186.0,27-07 21:16:54
127137426.0,238439672.0,27-07 21:16:55
125556720.0,235810632.0,27-07 21:16:56
124240304.0,234817000.0,27-07 21:16:57
126474752.0,230419758.0,27-07 21:16:58
124631470.0,227112298.0,27-07 21:16:59
126612928.0,232554276.0,27-07 21:17:00
124110098.0,231765712.0,27-07 21:17:01
126467300.0,232612208.0,27-07 21:17:02
125951603.0,229982395.0,27-07 21:17:03
124636168.0,232759970.0,27-07 21:17:04
125297678.0,226392844.0,27-07 21:17:05
125161380.0,232587262.0,27-07 21:17:06
125558844.0,233150482.0,27-07 21:17:07
126083912.0,235744592.0,27-07 21:17:08
124899656.0,234897664.0,27-07 21:17:09
126344814.0,232190198.0,27-07 21:17:10
124365666.0,236806394.0,27-07 21:17:11
127000196.0,238745908.0,27-07 21:17:12
125821348.0,232805214.0,27-07 21:17:13
125291677.0,232543079.0,27-07 21:17:14
124633978.0,231773422.0,27-07 21:17:15
125951364.0,233070452.0,27-07 21:17:16
125425912.0,232415594.0,27-07 21:17:17
125953344.0,232675490.0,27-07 21:17:18
124765096.0,228944192.0,27-07 21:17:19
126477632.0,234397874.0,27-07 21:17:20
125688560.0,233847258.0,27-07 21:17:21
124507460.0,229971896.0,27-07 21:17:22
126482132.0,233569232.0,27-07 21:17:23
124639617.0,228165871.0,27-07 21:17:24
124768614.0,225572980.0,27-07 21:17:25
127267310.0,225527176.0,27-07 21:17:26
124243084.0,230975408.0,27-07 21:17:27
125689616.0,225777160.0,27-07 21:17:28
124896554.0,230467132.0,27-07 21:17:29
126868022.0,232240856.0,27-07 21:17:30
125685656.0,229406746.0,27-07 21:17:31
125294090.0,234765750.0,27-07 21:17:32
125557962.0,235349502.0,27-07 21:17:33
125687005.0,234345879.0,27-07 21:17:34
125692124.0,234868622.0,27-07 21:17:35
124112990.0,232956522.0,27-07 21:17:36
126086924.0,234420102.0,27-07 21:17:37
125692664.0,236080344.0,27-07 21:17:38
125818084.0,232018244.0,27-07 21:17:39
125687120.0,235653140.0,27-07 21:17:40
123977674.0,228702020.0,27-07 21:17:41
126603160.0,231205374.0,27-07 21:17:42
126080150.0,234105080.0,27-07 21:17:43
125551259.0,233067289.0,27-07 21:17:44
125550264.0,233011042.0,27-07 21:17:45
125155572.0,226160590.0,27-07 21:17:46
125685920.0,232883524.0,27-07 21:17:47
124893758.0,228540694.0,27-07 21:17:48
125814364.0,232511792.0,27-07 21:17:49
125422216.0,232237418.0,27-07 21:17:50
125684336.0,232634760.0,27-07 21:17:51
124897532.0,231763624.0,27-07 21:17:52
125816566.0,233113042.0,27-07 21:17:53
124498447.0,223806647.0,27-07 21:17:54
126872036.0,234796640.0,27-07 21:17:55
125032408.0,229516848.0,27-07 21:17:56
125295228.0,236408450.0,27-07 21:17:57
125692136.0,230121324.0,27-07 21:17:58
125956710.0,233866774.0,27-07 21:17:59
125166912.0,232887956.0,27-07 21:18:00
125819446.0,226783752.0,27-07 21:18:01
125955588.0,229622880.0,27-07 21:18:02
125689669.0,226350089.0,27-07 21:18:03
125558688.0,233355340.0,27-07 21:18:04
125428198.0,230351746.0,27-07 21:18:05
125425900.0,229238592.0,27-07 21:18:06
125293442.0,232915614.0,27-07 21:18:07
125560062.0,235459198.0,27-07 21:18:08
125425132.0,232851014.0,27-07 21:18:09
125032408.0,234874838.0,27-07 21:18:10
125691068.0,235747236.0,27-07 21:18:11
125029630.0,232177798.0,27-07 21:18:12
125023708.0,234744002.0,27-07 21:18:13
126867577.0,236503539.0,27-07 21:18:14
125682656.0,235269182.0,27-07 21:18:15
125157420.0,234155076.0,27-07 21:18:16
124371108.0,233400752.0,27-07 21:18:17
126740626.0,234071994.0,27-07 21:18:18
124638610.0,231573040.0,27-07 21:18:19
126612664.0,233811722.0,27-07 21:18:20
123847414.0,231191872.0,27-07 21:18:21
126875414.0,231035612.0,27-07 21:18:22
125031946.0,231979462.0,27-07 21:18:23
126346301.0,233331621.0,27-07 21:18:24
124633738.0,231712114.0,27-07 21:18:25
125819368.0,232756706.0,27-07 21:18:26
124502732.0,231677072.0,27-07 21:18:27
125428462.0,232599894.0,27-07 21:18:28
127137810.0,233982092.0,27-07 21:18:29
