"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth2 --nocolor --output ./results/upgrade/10-from-client.csv",,,,"Date:","27 Jul 2017 02:25:13 UTC"

"net/dc1.s1-eth2",,"system"
2617395.0,0.0,27-07 02:28:05
2589562.0,103.0,27-07 02:28:06
2611164.0,206.0,27-07 02:28:07
2616528.0,206.0,27-07 02:28:08
2614991.0,103.0,27-07 02:28:09
2615143.0,103.0,27-07 02:28:10
2613818.0,103.0,27-07 02:28:11
2618082.0,103.0,27-07 02:28:12
2613212.0,0.0,27-07 02:28:13
2617737.0,206.0,27-07 02:28:14
2608774.0,145.0,27-07 02:28:15
2612295.0,103.0,27-07 02:28:16
2615092.0,103.0,27-07 02:28:17
2615908.0,0.0,27-07 02:28:18
2618419.0,0.0,27-07 02:28:19
2618059.0,0.0,27-07 02:28:20
2618848.0,0.0,27-07 02:28:21
2613831.0,0.0,27-07 02:28:22
2613117.0,618.0,27-07 02:28:23
2603187.0,103.0,27-07 02:28:24
2614001.0,103.0,27-07 02:28:25
2619056.0,103.0,27-07 02:28:26
2612178.0,103.0,27-07 02:28:27
2618032.0,103.0,27-07 02:28:28
2615786.0,103.0,27-07 02:28:29
2618534.0,0.0,27-07 02:28:30
2617488.0,0.0,27-07 02:28:31
2613766.0,0.0,27-07 02:28:32
2615492.0,0.0,27-07 02:28:33
2617978.0,0.0,27-07 02:28:34
2618431.0,103.0,27-07 02:28:35
2613994.0,0.0,27-07 02:28:36
2618184.0,0.0,27-07 02:28:37
2615448.0,0.0,27-07 02:28:38
2619640.0,515.0,27-07 02:28:39
2613974.0,206.0,27-07 02:28:40
2619248.0,103.0,27-07 02:28:41
2607923.0,103.0,27-07 02:28:42
2616033.0,0.0,27-07 02:28:43
2617941.0,103.0,27-07 02:28:44
2617971.0,0.0,27-07 02:28:45
2617538.0,0.0,27-07 02:28:46
2615732.0,412.0,27-07 02:28:47
2617770.0,103.0,27-07 02:28:48
2616401.0,103.0,27-07 02:28:49
2618261.0,74.0,27-07 02:28:50
2614896.0,103.0,27-07 02:28:51
2616074.0,0.0,27-07 02:28:52
2616835.0,0.0,27-07 02:28:53
2619926.0,103.0,27-07 02:28:54
2617274.0,206.0,27-07 02:28:55
2618887.0,206.0,27-07 02:28:56
2617924.0,103.0,27-07 02:28:57
2616434.0,103.0,27-07 02:28:58
2617229.0,103.0,27-07 02:28:59
2617903.0,103.0,27-07 02:29:00
2613505.0,145.0,27-07 02:29:01
2611743.0,103.0,27-07 02:29:02
2615062.0,103.0,27-07 02:29:03
2605305.0,103.0,27-07 02:29:04
2612861.0,103.0,27-07 02:29:05
2524801.0,0.0,27-07 02:29:06
2619999.0,0.0,27-07 02:29:07
2618581.0,0.0,27-07 02:29:08
2617928.0,0.0,27-07 02:29:09
2615648.0,515.0,27-07 02:29:10
2598315.0,103.0,27-07 02:29:11
2611044.0,103.0,27-07 02:29:12
2611739.0,103.0,27-07 02:29:13
2614940.0,103.0,27-07 02:29:14
2613521.0,103.0,27-07 02:29:15
2615523.0,103.0,27-07 02:29:16
2610876.0,103.0,27-07 02:29:17
2620316.0,0.0,27-07 02:29:18
2617616.0,0.0,27-07 02:29:19
2615392.0,0.0,27-07 02:29:20
2609338.0,0.0,27-07 02:29:21
2619997.0,103.0,27-07 02:29:22
2609368.0,0.0,27-07 02:29:23
2619922.0,0.0,27-07 02:29:24
2613690.0,0.0,27-07 02:29:25
2617856.0,515.0,27-07 02:29:26
2616735.0,0.0,27-07 02:29:27
2617352.0,206.0,27-07 02:29:28
2605530.0,206.0,27-07 02:29:29
2620651.0,0.0,27-07 02:29:30
2616962.0,0.0,27-07 02:29:31
2619465.0,103.0,27-07 02:29:32
2619753.0,0.0,27-07 02:29:33
2615786.0,0.0,27-07 02:29:34
2616787.0,412.0,27-07 02:29:35
2615188.0,206.0,27-07 02:29:36
2616465.0,74.0,27-07 02:29:37
2614718.0,103.0,27-07 02:29:38
2613422.0,0.0,27-07 02:29:39
2614440.0,0.0,27-07 02:29:40
2619457.0,0.0,27-07 02:29:41
2614069.0,206.0,27-07 02:29:42
2616676.0,206.0,27-07 02:29:43
2615337.0,206.0,27-07 02:29:44
2617945.0,103.0,27-07 02:29:45
2618778.0,0.0,27-07 02:29:46
2612338.0,145.0,27-07 02:29:47
2614865.0,103.0,27-07 02:29:48
2618279.0,103.0,27-07 02:29:49
2616397.0,206.0,27-07 02:29:50
2611967.0,0.0,27-07 02:29:51
2619482.0,206.0,27-07 02:29:52
2611168.0,0.0,27-07 02:29:53
2619769.0,0.0,27-07 02:29:54
2611931.0,0.0,27-07 02:29:55
2612721.0,0.0,27-07 02:29:56
2619863.0,0.0,27-07 02:29:57
2613468.0,618.0,27-07 02:29:58
2605514.0,103.0,27-07 02:29:59
2608592.0,103.0,27-07 02:30:00
2617782.0,103.0,27-07 02:30:01
2613389.0,0.0,27-07 02:30:02
2611257.0,103.0,27-07 02:30:03
2615209.0,103.0,27-07 02:30:04
2610918.0,103.0,27-07 02:30:05
2579604.0,0.0,27-07 02:30:06
2613390.0,0.0,27-07 02:30:07
2620406.0,0.0,27-07 02:30:08
2619688.0,0.0,27-07 02:30:09
2612227.0,103.0,27-07 02:30:10
2616818.0,0.0,27-07 02:30:11
2617162.0,0.0,27-07 02:30:12
