"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth9 --nocolor --output ./results/scaleout/10000-from-vpn-ids.csv",,,,"Date:","28 Jul 2017 21:58:53 UTC"

"net/dc2.s1-eth9",,"system"
370.0,123685220.0,28-07 22:01:39
370.0,125688118.0,28-07 22:01:40
370.0,119316647.0,28-07 22:01:41
370.0,124402537.0,28-07 22:01:42
370.0,126993084.0,28-07 22:01:43
370.0,123086227.0,28-07 22:01:44
370.0,123733552.0,28-07 22:01:45
370.0,127302423.0,28-07 22:01:46
370.0,123773677.0,28-07 22:01:47
370.0,123772644.0,28-07 22:01:48
370.0,126510820.0,28-07 22:01:49
370.0,125218063.0,28-07 22:01:50
370.0,123102805.0,28-07 22:01:51
370.0,125611085.0,28-07 22:01:52
370.0,126134686.0,28-07 22:01:53
370.0,122883084.0,28-07 22:01:54
370.0,124835843.0,28-07 22:01:55
370.0,122552311.0,28-07 22:01:56
370.0,122315778.0,28-07 22:01:57
370.0,125962374.0,28-07 22:01:58
370.0,124773621.0,28-07 22:01:59
370.0,124329880.0,28-07 22:02:00
370.0,125441476.0,28-07 22:02:01
370.0,123407098.0,28-07 22:02:02
370.0,120564843.0,28-07 22:02:03
412.0,123771459.0,28-07 22:02:04
370.0,122709230.0,28-07 22:02:05
412.0,124111929.0,28-07 22:02:06
370.0,120926453.0,28-07 22:02:07
370.0,124546755.0,28-07 22:02:08
370.0,119627157.0,28-07 22:02:09
370.0,122574793.0,28-07 22:02:10
370.0,118167801.0,28-07 22:02:11
370.0,122182323.0,28-07 22:02:12
370.0,122914826.0,28-07 22:02:13
370.0,122248384.0,28-07 22:02:14
370.0,123030176.0,28-07 22:02:15
370.0,119547691.0,28-07 22:02:16
370.0,121477522.0,28-07 22:02:17
370.0,121538557.0,28-07 22:02:18
370.0,120179592.0,28-07 22:02:19
370.0,121100178.0,28-07 22:02:20
370.0,115313259.0,28-07 22:02:21
370.0,110850748.0,28-07 22:02:22
370.0,122618722.0,28-07 22:02:23
370.0,119418298.0,28-07 22:02:24
370.0,114833006.0,28-07 22:02:25
370.0,119527911.0,28-07 22:02:26
370.0,119444650.0,28-07 22:02:27
370.0,122035156.0,28-07 22:02:28
370.0,114945022.0,28-07 22:02:29
370.0,113055008.0,28-07 22:02:30
370.0,120206445.0,28-07 22:02:31
370.0,116101243.0,28-07 22:02:32
370.0,119772886.0,28-07 22:02:33
370.0,111473609.0,28-07 22:02:34
370.0,119276704.0,28-07 22:02:35
370.0,124244396.0,28-07 22:02:36
412.0,122946821.0,28-07 22:02:37
370.0,115179044.0,28-07 22:02:38
370.0,122202047.0,28-07 22:02:39
370.0,124686366.0,28-07 22:02:40
370.0,119954124.0,28-07 22:02:41
370.0,125471667.0,28-07 22:02:42
370.0,125677018.0,28-07 22:02:43
370.0,125269793.0,28-07 22:02:44
370.0,123524263.0,28-07 22:02:45
370.0,125221228.0,28-07 22:02:46
370.0,124353764.0,28-07 22:02:47
412.0,125754928.0,28-07 22:02:48
370.0,127627342.0,28-07 22:02:49
370.0,125451506.0,28-07 22:02:50
370.0,124555036.0,28-07 22:02:51
370.0,129146927.0,28-07 22:02:52
370.0,129132952.0,28-07 22:02:53
370.0,124089130.0,28-07 22:02:54
370.0,122274360.0,28-07 22:02:55
370.0,120407685.0,28-07 22:02:56
370.0,122577243.0,28-07 22:02:57
370.0,124249819.0,28-07 22:02:58
370.0,121976941.0,28-07 22:02:59
370.0,122096226.0,28-07 22:03:00
370.0,120444060.0,28-07 22:03:01
370.0,117679178.0,28-07 22:03:02
370.0,124784340.0,28-07 22:03:03
370.0,116087581.0,28-07 22:03:04
370.0,124383786.0,28-07 22:03:05
370.0,119926563.0,28-07 22:03:06
370.0,122861563.0,28-07 22:03:07
370.0,122196291.0,28-07 22:03:08
370.0,121394436.0,28-07 22:03:09
412.0,120080662.0,28-07 22:03:10
370.0,117613125.0,28-07 22:03:11
370.0,119284776.0,28-07 22:03:12
370.0,120398122.0,28-07 22:03:13
370.0,122364937.0,28-07 22:03:14
370.0,123025735.0,28-07 22:03:15
370.0,123289731.0,28-07 22:03:16
370.0,121028194.0,28-07 22:03:17
370.0,121329323.0,28-07 22:03:18
370.0,122695351.0,28-07 22:03:19
370.0,122945465.0,28-07 22:03:20
370.0,119707291.0,28-07 22:03:21
370.0,122340849.0,28-07 22:03:22
370.0,119190423.0,28-07 22:03:23
370.0,122704702.0,28-07 22:03:24
370.0,120064965.0,28-07 22:03:25
370.0,117679098.0,28-07 22:03:26
370.0,119255525.0,28-07 22:03:27
370.0,122441844.0,28-07 22:03:28
370.0,120795722.0,28-07 22:03:29
370.0,120837139.0,28-07 22:03:30
412.0,121736184.0,28-07 22:03:31
370.0,119043312.0,28-07 22:03:32
370.0,121642776.0,28-07 22:03:33
370.0,118051459.0,28-07 22:03:34
370.0,123104915.0,28-07 22:03:35
370.0,120312779.0,28-07 22:03:36
370.0,124877059.0,28-07 22:03:37
370.0,119501638.0,28-07 22:03:38
370.0,119255532.0,28-07 22:03:39
370.0,117584766.0,28-07 22:03:40
370.0,118410674.0,28-07 22:03:41
370.0,119787809.0,28-07 22:03:42
412.0,122715943.0,28-07 22:03:43
370.0,119819361.0,28-07 22:03:44
370.0,122011569.0,28-07 22:03:45
370.0,120353624.0,28-07 22:03:46
370.0,119665966.0,28-07 22:03:47
370.0,120515370.0,28-07 22:03:48
370.0,121312227.0,28-07 22:03:49
370.0,121367500.0,28-07 22:03:50
370.0,119357222.0,28-07 22:03:51
370.0,122595133.0,28-07 22:03:52
